text,intent,action,target_group,parameter,value_type
"у Фланец червячный УТ-404 поставь оперативное время 40, а у Клапан стальной МУ-277 1500",multi_set_parameter,set_multiple,all,top,absolute
"Фланец червячный МУ278 загрузку 1500, Шуруповёрт червячный РЧ-503 загрузку 1500",multi_set_parameter,set_multiple,all,kz,absolute
"для Кронштейн свинцовый В-103 задай kz 0.7, для Крышка свинцовый СТ 15 11",multi_set_parameter,set_multiple,all,kz,absolute
снизь эксплуатационные расходы всех редукторов на 20%,update_parameter,decrease,редуктор,operating_costs,percent
"Цилиндр гидравлический ЦГ-16 количество 40, Клапан сварной Ф297 1.2",multi_set_parameter,set_multiple,all,quantity,absolute
"РЦ-3 стоимость 750, РЦ-4 стоимость 1.8",multi_set_parameter,set_multiple,редуктор,cost,absolute
прибавь потери от рисков у всех операция на 5 процентов,update_parameter,increase,операция,risk_losses,percent
найди все роботизированные операции для правки,show_items,show,роботизированная операция,none,none
у Домкрат червячный P/N756 понизь такт выпуска на 25 процентов,update_parameter,decrease,all,takt,percent
"Редуктор червячный ВП 965 загрузки 18, Шуруповёрт стальной S234 11",multi_set_parameter,set_multiple,all,kz,absolute
снизь вентиляторов top на 2,update_parameter,decrease,вентилятор,top,absolute
"Муфта сварной РЭ-263 оперативное время 0.9, Муфта усиленный СТ 927 оперативное время 11",multi_set_parameter,set_multiple,all,top,absolute
"Кронштейн КС 520 такт выпуска 9, Лебёдка усиленный В-600 такт выпуска 9, Шпиндель ШП-1 такт выпуска 15",multi_set_parameter,set_multiple,all,takt,absolute
"Фланец червячный УТ-404 время операции 12, Манжета промышленный ПП-630 время операции 5",multi_set_parameter,set_multiple,all,top,absolute
"уменьши эксплуатационные затраты , загрузку у всех перфораторов на 20%",update_parameter,decrease,all,operating_costs,percent
снизь время переналадки дрелей в 1.5 раза,update_parameter,decrease,all,setup_time,factor
"Компрессор червячный РЭ-97 время наладки 9, Домкрат свинцовый ПП-356 4.0",multi_set_parameter,set_multiple,all,setup_time,absolute
задай kz для все операции 5,set_parameter,set,операция,kz,absolute
"у Перфоратор торцевой РЭ-254 поставь переналадки 25, а у Кронштейн приводной КО 237 0.7",multi_set_parameter,set_multiple,all,setup_time,absolute
понизь порог окупаемости у роботизированные звенья на 1.5,update_parameter,decrease,роботизированная операция,profitability_threshold,absolute
"у Вал Ф-536 kz 0.75, у Кронштейн сварной СТ 780 kz 3.5",multi_set_parameter,set_multiple,all,kz,absolute
добавь 4 новых редуктора на базе РЦ-2,copy_items,copy,редуктор,none,count
уменьши kz для редукторам на 3%,update_parameter,decrease,редуктор,kz,percent
сократи у всех вентиляторов выручка на 12%,update_parameter,decrease,вентилятор,inflow,percent
расскажи анекдот,unknown,none,none,none,none
"для Корпус облегчённый Z 980 top 500, а для Домкрат свинцовый ПП-356 top 1.8",multi_set_parameter,set_multiple,all,top,absolute
нарасти оперативное время у всех все операции на 0.1,update_parameter,increase,операция,top,absolute
задай для операция объём выпуска до 3.0,set_parameter,set,операция,quantity,absolute
уменьши цену в 4 раза,update_parameter,decrease,all,cost,factor
установи операционные затраты сборочные операции 2.5,set_parameter,set,сборка,operating_costs,absolute
сделай 4 новых позиции по данным ОП-3,copy_items,copy,операция,none,count
"Звёздочка приводная ЗП-18 такт производства 30, Втулка литой МУ492 такт производства 100",multi_set_parameter,set_multiple,all,takt,absolute
увеличь операция эксплуатационные затраты на 3,update_parameter,increase,операция,operating_costs,absolute
понизь для все операции объем на 10 процентов,update_parameter,decrease,операция,quantity,percent
установи kz для всех 3.5,set_parameter,set,all,kz,absolute
"установи загрузку: Кронштейн литой РЧ 305 11, Домкрат червячный АРТ-115 100",multi_set_parameter,set_multiple,all,kz,absolute
уменьши затраты и загрузку у всех дрелей на 0.05,update_parameter,decrease,all,cost,absolute
"Плазморез свинцовый P/N734 top 8, Домкрат приводной ПП-324 top 3",multi_set_parameter,set_multiple,all,top,absolute
"Демпфер литой ВП-49 стоимость 1000, Клапан литой Z-473 750",multi_set_parameter,set_multiple,all,cost,absolute
прибавь для роботизированных операций денежные притоки на 7 процентов,update_parameter,increase,роботизированная операция,inflow,percent
уменьши вентиляторы такт на 15%,update_parameter,decrease,вентилятор,takt,percent
сформируй 5 новых позиций операция с разными параметрами,create_items,create,операция,quantity,count
"для 1 года поставь потери от рисков 2.5, а для 3 года 0.7",multi_set_parameter,set_multiple,economics,risk_losses,absolute
установи ставка дисконтирования на 0.2,set_parameter,set,all,discount_rate,absolute
"установи затраты: Шуруповёрт стальной S234 750, Плазморез свинцовый В 791 750",multi_set_parameter,set_multiple,all,cost,absolute
прибавь затраты роботизированных операций на 12%,update_parameter,increase,роботизированная операция,cost,percent
убавь kz у всех роботизированных операций на 10 процентов,update_parameter,decrease,роботизированная операция,kz,percent
"установи оперативное время: Насос гидравлический КО-168 11, Крышка торцевой УТ-358 10",multi_set_parameter,set_multiple,all,top,absolute
задай top для вентилятора равным 12,set_parameter,set,вентилятор,top,absolute
уменьши время обслуживания вентилятор на 5,update_parameter,decrease,вентилятор,service_time,absolute
уменьши оперативное время фрезеров вчетверо,update_parameter,decrease,all,top,factor
установи максимальное допустимое отклонение роботизированную операцию до 3.0,set_parameter,set,роботизированная операция,max_deviation,absolute
понизь всё максимальное допустимое отклонение на 30 процентов,update_parameter,decrease,all,max_deviation,percent
подними денежные притоки и операционные затраты у всех сварочных аппаратов на 0.2,update_parameter,increase,all,inflow,absolute
у Поршень Z 784 снизь объём выпуска на 15%,update_parameter,decrease,all,quantity,percent
"для Шуруповёрт усиленный Ф-420 задай объём 1500, для Шпиндель опорный P/N255 750",multi_set_parameter,set_multiple,all,quantity,absolute
прибавь количество и эксплуатационные расходы у всех плазморезов на 7 процентов,update_parameter,increase,all,quantity,percent
прибавь объем выпуска вдвое,update_parameter,increase,all,quantity,factor
"установи коэффициент загрузки: Плазморез электрический ПП703 20, Болгарка свинцовый КН-922 18",multi_set_parameter,set_multiple,all,kz,absolute
"Фланец торцевой ВП 365 top 250, Насос усиленный ВП-808 10",multi_set_parameter,set_multiple,all,top,absolute
подними у вентилятор коэффициент загрузки на 8%,update_parameter,increase,вентилятор,kz,percent
"установи переналадку: Редуктор упругий Z 808 2.5, Генератор паронитовый РЭ297 1500",multi_set_parameter,set_multiple,all,setup_time,absolute
задай ОП-4 стоимость 1200 и ОП-1 стоимость 15,multi_set_parameter,set_multiple,операция,cost,absolute
зафиксируй у редуктора ставку дисконтирования до 2.0,set_parameter,set,редуктор,discount_rate,absolute
понизь у всех начальные инвестиции на 3,update_parameter,decrease,all,initial_investment,absolute
создай новые операции на основе ОП-3,copy_items,copy,операция,none,count
сократи роботизированную операцию оперативное время на 20%,update_parameter,decrease,роботизированная операция,top,percent
"установи время операции: Клапан стальной УТ 401 12, Поршень Z 784 25",multi_set_parameter,set_multiple,all,top,absolute
"Уплотнение торцевое УТ-50 объем выпуска 1.2, Шестерня приводной В774 объем выпуска 6, Демпфер ДМ-3 объем выпуска 9",multi_set_parameter,set_multiple,all,quantity,absolute
выведи все роботизированные звенья,show_items,show,роботизированная операция,none,none
сократи вентиляторы время операции на 2,update_parameter,decrease,вентилятор,top,absolute
убавь доступный фонд времени у робот. операции на 20%,update_parameter,decrease,роботизированная операция,time_fund,percent
сократи все операции потери от рисков на 3,update_parameter,decrease,операция,risk_losses,absolute
"установи переналадку: Кронштейн червячный В-589 30, Золотник торцевой РЧ 148 1500",multi_set_parameter,set_multiple,all,setup_time,absolute
сделай мне кофе,unknown,none,none,none,none
прибавь всех редукторов такт на 0.05,update_parameter,increase,редуктор,takt,absolute
измени вентилятор дополнительные инвестиции равным 0.8,set_parameter,set,вентилятор,additional_investment,absolute
подними расходы на обслуживание для редукторам на 0.05,update_parameter,increase,редуктор,maintenance_costs,absolute
"Цилиндр облегчённый P/N 265 стоимость 0.8, Втулка облегчённый Ф-497 10",multi_set_parameter,set_multiple,all,cost,absolute
"установи такт производства: Шестерня сварной СТ 253 0.7, Корпус облегчённый Z 980 18",multi_set_parameter,set_multiple,all,takt,absolute
увеличь всё доступный фонд времени на 15%,update_parameter,increase,all,time_fund,percent
снизь у все позиции число станков на робота на 5,update_parameter,decrease,all,max_machines_per_robot,absolute
"для Демпфер гидравлический УТ182 загрузки 18, а для Крышка корпуса АКБ загрузки 100",multi_set_parameter,set_multiple,all,kz,absolute
у Подшипник облегчённый ВП361 подними top на 2,update_parameter,increase,all,top,absolute
"у Кронштейн приводной КО 237 затраты 9, у Звёздочка приводная ЗП-18 затраты 10",multi_set_parameter,set_multiple,all,cost,absolute
повысь затраты на обслуживание у всех все позиции на 1.5,update_parameter,increase,all,maintenance_costs,absolute
"добавь еще 5 вентиляторы, данные возьми от ВЦ-1",copy_items,copy,вентилятор,none,count
сделай 4 новых позиции по данным ОП-4,copy_items,copy,операция,none,count
"для Перфоратор механический ВП 854 задай переналадки 0.7, для Направляющая Н-44 0.7",multi_set_parameter,set_multiple,all,setup_time,absolute
"у Манжета промышленный ПП-630 такт выпуска 2000, у Плазморез свинцовый P/N734 такт выпуска 1.2",multi_set_parameter,set_multiple,all,takt,absolute
"Статор торцевой P/N330 такт выпуска 40, Плазморез электрический ПП703 такт выпуска 5, Клапан литой Z-473 такт выпуска 7",multi_set_parameter,set_multiple,all,takt,absolute
зафиксируй эксплуатационные расходы для редуктора равным 12,set_parameter,set,редуктор,operating_costs,absolute
прибавь для редуктор ставки дисконтирования на 25 процентов,update_parameter,increase,редуктор,discount_rate,percent
"Манжета литой ВП250 переналадки 1200, Шестерня приводной В774 переналадки 20, Клапан стальной МУ-277 переналадки 18",multi_set_parameter,set_multiple,all,setup_time,absolute
"для Насос сварной S 505 объём выпуска 3.5, а для Вал приводной АРТ 462 объём выпуска 25",multi_set_parameter,set_multiple,all,quantity,absolute
"Лебёдка промышленный РЧ 763 коэффициент загрузки 7, Сальник свинцовый АРТ 947 коэффициент загрузки 500, Цилиндр облегчённый P/N 265 коэффициент загрузки 0.7",multi_set_parameter,set_multiple,all,kz,absolute
"Перфоратор торцевой РЭ-254 переналадки 4.0, Прокладка литой КС644 переналадки 2000",multi_set_parameter,set_multiple,all,setup_time,absolute
снизь сборку порог рентабельности на 0.05,update_parameter,decrease,сборка,profitability_threshold,absolute
"у операцию ОП-3 поставь стоимость 1200, а у ОП-4 0.7",multi_set_parameter,set_multiple,операция,cost,absolute
увеличь допустимое отклонение у сборки на 3%,update_parameter,increase,сборка,max_deviation,percent
"у Шестерня электрический РЭ 693 поставь объем выпуска 7, а у Кронштейн КС 520 11",multi_set_parameter,set_multiple,all,quantity,absolute
"у Шуруповёрт червячный РЧ-503 стоимости 1500, у Кронштейн усиленный РЧ957 стоимости 1.8",multi_set_parameter,set_multiple,all,cost,absolute
"для Вал приводной ВП-12 загрузки 1000, а для Опора качения ОК-2 загрузки 15",multi_set_parameter,set_multiple,all,kz,absolute
"Шуруповёрт червячный РЭ 297 объём 5, Редуктор электрический РЧ 499 объём 0.8",multi_set_parameter,set_multiple,all,quantity,absolute
"для Муфта усиленный СТ 927 переналадку 30, а для Компрессор облегчённый КС-840 переналадку 3",multi_set_parameter,set_multiple,all,setup_time,absolute
"для Шестерня червячный КС-195 задай переналадку 1.2, для Шуруповёрт стальной S234 0.9",multi_set_parameter,set_multiple,all,setup_time,absolute
нарасти у сборочные операции такт производства на 30 процентов,update_parameter,increase,сборка,takt,percent
сократи время операции и стоимости у всех вентиляторов на 25 процентов,update_parameter,decrease,all,top,percent
прибавь у всех всех вентиляторов ставка дисконтирования на 15%,update_parameter,increase,вентилятор,discount_rate,percent
установи для всё число станков на робота до 3.0,set_parameter,set,all,max_machines_per_robot,absolute
"Манжета торцевой Ф119 количество 12, Домкрат механический Ф-283 количество 2",multi_set_parameter,set_multiple,all,quantity,absolute
у СБ-2 уменьши объем в 3 раза,update_parameter,decrease,all,quantity,factor
"Поршень механический СТ 973 время наладки 30, Поршень Z 784 время наладки 0.8, Кулачок Ф-582 время наладки 18",multi_set_parameter,set_multiple,all,setup_time,absolute
"Направляющая сварной УТ 599 время операции 20, Клапан литой Z-473 время операции 2, Перфоратор торцевой РЭ-254 время операции 18",multi_set_parameter,set_multiple,all,top,absolute
понизь вентилятора максимум станков на 20%,update_parameter,decrease,вентилятор,max_machines_per_robot,percent
понизь вентилятора дополнительные инвестиции на 30 процентов,update_parameter,decrease,вентилятор,additional_investment,percent
у Клапан сварной Ф297 понизь объем выпуска на 0.2,update_parameter,decrease,all,quantity,absolute
"Золотник ЗЛ-4 оперативное время 3, Золотник КН655 25",multi_set_parameter,set_multiple,all,top,absolute
"для Домкрат червячный P/N756 такт 3.5, а для Ротор облегчённый P/N-876 такт 7",multi_set_parameter,set_multiple,all,takt,absolute
"установи такт выпуска: Клапан литой Z-473 750, Лебёдка промышленный РЧ 763 12",multi_set_parameter,set_multiple,all,takt,absolute
сделай максимальное число станков все операции равным 0.8,set_parameter,set,операция,max_machines_per_robot,absolute
"у Шуруповёрт усиленный МУ 843 поставь загрузки 2.5, а у Поршень П-90 1000",multi_set_parameter,set_multiple,all,kz,absolute
"Генератор опорный S334 объём выпуска 12, Опора червячный ВП125 объём выпуска 2",multi_set_parameter,set_multiple,all,quantity,absolute
"установи время операции: Клемма свинцовая КС-1 11, Манжета М-22 7",multi_set_parameter,set_multiple,all,top,absolute
нарасти эксплуатационные затраты и переналадки у всех компрессоров на 15%,update_parameter,increase,all,operating_costs,percent
пожалуйста помоги разобраться,unknown,none,none,none,none
прибавь вентилятор фонд времени на 5,update_parameter,increase,вентилятор,time_fund,absolute
"у Корпус облегчённый Z 980 поставь оперативное время 40, а у Генератор гидравлический СТ 860 150",multi_set_parameter,set_multiple,all,top,absolute
сократи эксплуатационные расходы и время операции у всех сварочных аппаратов на 7 процентов,update_parameter,decrease,all,operating_costs,percent
задай РЦ-1 коэффициент загрузки 250 и РЦ-5 коэффициент загрузки 0.9,multi_set_parameter,set_multiple,редуктор,kz,absolute
"Кронштейн сварной СТ 780 коэффициент загрузки 0.6, Демпфер ДМ-3 коэффициент загрузки 9, Корпус торцевой КО 933 коэффициент загрузки 12",multi_set_parameter,set_multiple,all,kz,absolute
"Шуруповёрт гидравлический ПП 570 стоимость 1500, Шпиндель стальной Z 140 750",multi_set_parameter,set_multiple,all,cost,absolute
сделай вентилятора время обслуживания равным 12,set_parameter,set,вентилятор,service_time,absolute
уменьши доп. инвестиции у роботизированные операции на 7 процентов,update_parameter,decrease,роботизированная операция,additional_investment,percent
Шуруповёрт усиленный МУ 843 такт выпуска равным 12,set_parameter,set,all,takt,absolute
понизь объём выпуска для всех газонокосилок вчетверо,update_parameter,decrease,all,quantity,factor
выстави эксплуатационные затраты у редукторам 5,set_parameter,set,редуктор,operating_costs,absolute
"для Демпфер гидравлический УТ182 kz 7, а для Цилиндр усиленный Z-584 kz 0.75",multi_set_parameter,set_multiple,all,kz,absolute
"снизь количество , стоимости у всех плазморезов на 7 процентов",update_parameter,decrease,all,quantity,percent
понизь редуктор загрузки на 5 процентов,update_parameter,decrease,редуктор,kz,percent
уменьши редукторов притоки на 8%,update_parameter,decrease,редуктор,inflow,percent
понизь редукторам переналадки на 0.2,update_parameter,decrease,редуктор,setup_time,absolute
"Толкатель промышленный КО651 количество 15, Генератор литой Z175 количество 3, Домкрат механический Ф-283 количество 6",multi_set_parameter,set_multiple,all,quantity,absolute
помоги разобраться,unknown,none,none,none,none
"Золотник промышленный Ф311 загрузки 18, Крышка корпуса АКБ загрузки 500, Генератор литой Z175 загрузки 500",multi_set_parameter,set_multiple,all,kz,absolute
"у Золотник гидравлический КН 834 такт 25, у Редуктор червячный РЧ-40 такт 0.9",multi_set_parameter,set_multiple,all,takt,absolute
добавь 5 новых позиций всех вентиляторов,create_items,create,вентилятор,quantity,count
"Кронштейн Ф-690 объём выпуска 750, Редуктор электрический РЧ 499 объём выпуска 3.5, Сальник стальной АРТ625 объём выпуска 30",multi_set_parameter,set_multiple,all,quantity,absolute
"у Кронштейн Ф-690 поставь kz 250, а у Плазморез опорный S454 0.6",multi_set_parameter,set_multiple,all,kz,absolute
прибавь операции сборки объем выпуска на 15%,update_parameter,increase,сборка,quantity,percent
"у Редуктор червячный РЧ-40 цену 60, у Кулачок паронитовый P/N 934 цену 1500",multi_set_parameter,set_multiple,all,cost,absolute
"установи стоимость: Муфта упругая МУ-5 5, Золотник гидравлический КН 834 100",multi_set_parameter,set_multiple,all,cost,absolute
измени потери по рискам для вентилятор 5,set_parameter,set,вентилятор,risk_losses,absolute
подними у все операции расходы на обслуживание на 0.05,update_parameter,increase,операция,maintenance_costs,absolute
"для Манжета литой ВП877 такт производства 7, а для Вал сварной РЧ 985 такт производства 18",multi_set_parameter,set_multiple,all,takt,absolute
"у Золотник усиленный КО852 поставь загрузку 9, а у Кронштейн приводной КО 237 6",multi_set_parameter,set_multiple,all,kz,absolute
"Подшипник 6204 время операции 30, Фланец промышленный РЭ103 время операции 30",multi_set_parameter,set_multiple,all,top,absolute
эй включи тёмную тему,unknown,none,none,none,none
эй расскажи анекдот,unknown,none,none,none,none
подними вентиляторы затраты на 3%,update_parameter,increase,вентилятор,cost,percent
"установи top: Втулка В-8 5, Клапан сварной Ф297 750",multi_set_parameter,set_multiple,all,top,absolute
"Фланец Ф-200 время наладки 1000, Ротор опорный КС952 0.75",multi_set_parameter,set_multiple,all,setup_time,absolute
измени сервисное время у роботизированные операции равным 4,set_parameter,set,роботизированная операция,service_time,absolute
"у Демпфер опорный ПП 649 поставь оперативное время 6, а у Фланец червячный УТ-404 1500",multi_set_parameter,set_multiple,all,top,absolute
у Фланец червячный УТ-404 снизь такт на 0.2,update_parameter,decrease,all,takt,absolute
увеличь операции сборки максимальное число станков на 3,update_parameter,increase,сборка,max_machines_per_robot,absolute
"Ротор свинцовый МУ128 время операции 100, Домкрат паронитовый Z555 1.8",multi_set_parameter,set_multiple,all,top,absolute
"у Манжета P/N773 поставь стоимости 0.7, а у Лебёдка промышленный РЧ 763 0.9",multi_set_parameter,set_multiple,all,cost,absolute
убавь операции сборки время операции на 0.05,update_parameter,decrease,сборка,top,absolute
прибавь у всех операций сборки затраты на обслуживание на 20%,update_parameter,increase,сборка,maintenance_costs,percent
повысь у всех редуктора риск-потери на 12%,update_parameter,increase,редуктор,risk_losses,percent
у Редуктор червячный РЧ-40 нарасти время наладки на 15%,update_parameter,increase,all,setup_time,percent
"Подшипник литой СТ720 объём 25, Кронштейн сварной СТ 780 объём 0.9, Крышка сварной Ф378 объём 0.6",multi_set_parameter,set_multiple,all,quantity,absolute
снизь стоимости у всех угловых шлифмашин на 12%,update_parameter,decrease,all,cost,percent
"Манжета литой ВП250 коэффициент загрузки 0.75, Ротор опорный КС952 коэффициент загрузки 7, Кулачок Ф-582 коэффициент загрузки 2000",multi_set_parameter,set_multiple,all,kz,absolute
понизь у всех все записи фонд рабочего времени на 2,update_parameter,decrease,all,time_fund,absolute
"для Плазморез электрический ПП703 такт 15, а для Генератор литой Z175 такт 20",multi_set_parameter,set_multiple,all,takt,absolute
"для Направляющая свинцовый Ф-603 top 0.9, а для Клапан стальной МУ-277 top 4.0",multi_set_parameter,set_multiple,all,top,absolute
уменьши все операции доступный фонд времени на 3%,update_parameter,decrease,операция,time_fund,percent
"у Муфта свинцовый КН-654 время наладки 0.6, у Вал стальной КН 558 время наладки 250",multi_set_parameter,set_multiple,all,setup_time,absolute
понизь всех редукторов эксплуатационные расходы на 15%,update_parameter,decrease,редуктор,operating_costs,percent
повысь всех вентиляторов затраты на 8%,update_parameter,increase,вентилятор,cost,percent
сформируй 10 новых позиций всех редукторов,create_items,create,редуктор,quantity,count
у Подшипник приводной МУ-147 подними такт на 5,update_parameter,increase,all,takt,absolute
"Крышка сварной Ф378 количество 0.75, Золотник торцевой РЧ 148 количество 0.75",multi_set_parameter,set_multiple,all,quantity,absolute
сформируй 15 позиций операции,create_items,create,операция,quantity,count
прибавь такт для вентилятора на 5,update_parameter,increase,вентилятор,takt,absolute
поменяй у все позиции стоимости 2.5,set_parameter,set,all,cost,absolute
"для Толкатель Т-11 задай top 150, для Поршень Z 784 0.8",multi_set_parameter,set_multiple,all,top,absolute
Домкрат приводной ПП-324 коэффициент загрузки равным 12,set_parameter,set,all,kz,absolute
"для Фланец червячный КО 558 объём выпуска 20, а для Статор гидравлический МУ-438 объём выпуска 3.5",multi_set_parameter,set_multiple,all,quantity,absolute
сократи у всех допустимое отклонение на 25 процентов,update_parameter,decrease,all,max_deviation,percent
"Корпус облегчённый Z 980 kz 500, Подшипник облегчённый ВП361 8",multi_set_parameter,set_multiple,all,kz,absolute
"Перфоратор паронитовый В-86 стоимости 12, Манжета стальной МУ186 стоимости 0.75",multi_set_parameter,set_multiple,all,cost,absolute
убавь у перфораторов такт производства в 3 раза,update_parameter,decrease,all,takt,factor
"Компрессор опорный Z 15 стоимости 500, Редуктор червячный РЧ-40 стоимости 0.6, Цилиндр стальной ПП-612 стоимости 10",multi_set_parameter,set_multiple,all,cost,absolute
увеличь для всех краскопультов оперативное время вдвое,update_parameter,increase,all,top,factor
"у Опора червячный ВП125 такт 0.75, у Золотник гидравлический S269 такт 0.8",multi_set_parameter,set_multiple,all,takt,absolute
"у Редуктор червячный ВП 965 загрузки 4.0, у Муфта сварной РЭ-263 загрузки 0.7",multi_set_parameter,set_multiple,all,kz,absolute
"установи стоимость: Домкрат торцевой РЧ 332 60, Кронштейн сварной СТ 780 10",multi_set_parameter,set_multiple,all,cost,absolute
у Шестерня сварной СТ 253 сократи количество на 10,update_parameter,decrease,all,quantity,absolute
"для Манжета P/N773 задай такт 3, для Домкрат торцевой РЧ 332 2.5",multi_set_parameter,set_multiple,all,takt,absolute
"для Редуктор стальной УТ221 задай переналадку 7, для Вал приводной ВП-12 750",multi_set_parameter,set_multiple,all,setup_time,absolute
добавь 10 новых позиций вентиляторов разного сечения,create_items,create,вентилятор,section,count
прибавь выручку на 12%,update_parameter,increase,all,inflow,percent
понизь to на 10 процентов,update_parameter,decrease,all,service_time,percent
выстави у все записи время переналадки равным 0.8,set_parameter,set,all,setup_time,absolute
снизь вентилятора коэффициент загрузки на 8%,update_parameter,decrease,вентилятор,kz,percent
сделай у сборочные операции базовый убыток 2.5,set_parameter,set,сборка,base_loss,absolute
снизь объем выпуска операции на 1.5,update_parameter,decrease,операция,quantity,absolute
установи у всё базовые потери равным 12,set_parameter,set,all,base_loss,absolute
задай объем у всех плазморезов до 2.0,set_parameter,set,all,quantity,absolute
"Насос облегчённый РЭ 643 переналадку 2000, Шпиндель стальной Z 140 переналадку 30",multi_set_parameter,set_multiple,all,setup_time,absolute
снизь стоимости для всех на 15%,update_parameter,decrease,all,cost,percent
сделай ставку дисконтирования для всех редукторов 5,set_parameter,set,редуктор,discount_rate,absolute
"установи такт выпуска: Перфоратор стальной КН409 3.5, Золотник торцевой РЧ 148 1200",multi_set_parameter,set_multiple,all,takt,absolute
"Корпус приводной Ф 496 затраты 0.9, Поршень П-90 затраты 30, Домкрат приводной ПП-324 затраты 3.5",multi_set_parameter,set_multiple,all,cost,absolute
"ВЦ-2 стоимость 10, ВЦ-4 стоимость 100",multi_set_parameter,set_multiple,вентилятор,cost,absolute
выстави такт для роботизированных операций равным 4,set_parameter,set,роботизированная операция,takt,absolute
Цилиндр гидравлический ЦГ-16 kz равным 12,set_parameter,set,all,kz,absolute
"для Болгарка СТ635 стоимость 8, а для Шуруповёрт стальной S234 стоимость 7",multi_set_parameter,set_multiple,all,cost,absolute
у Шестерня литой В-887 прибавь время переналадки на 5,update_parameter,increase,all,setup_time,absolute
измени редуктор порог окупаемости до 3.0,set_parameter,set,редуктор,profitability_threshold,absolute
увеличь переналадки и стоимость у всех инверторов на 30 процентов,update_parameter,increase,all,setup_time,percent
прибавь to и затраты у всех плазморезов на 25 процентов,update_parameter,increase,all,service_time,percent
понизь переналадка у всех тепловых пушек на 0.05,update_parameter,decrease,all,setup_time,absolute
установи потери от рисков всё 5,set_parameter,set,all,risk_losses,absolute
прибавь сборки ставку дисконтирования на 8%,update_parameter,increase,сборка,discount_rate,percent
выстави у редуктора расходы на обслуживание до 2.0,set_parameter,set,редуктор,maintenance_costs,absolute
Демпфер литой ВП-49 объём 5,set_parameter,set,all,quantity,absolute
"Поршень промышленный УТ 784 объем 2, Кронштейн литой РЧ 305 объем 4.0",multi_set_parameter,set_multiple,all,quantity,absolute
"у РЦ-4 коэффициент загрузки 100, у РЦ-1 коэффициент загрузки 6",multi_set_parameter,set_multiple,редуктор,kz,absolute
убавь для всех такт на 7 процентов,update_parameter,decrease,all,takt,percent
"для ОП-2 поставь коэффициент загрузки 30, для ОП-3 12",multi_set_parameter,set_multiple,операция,kz,absolute
"Пакет пластин P/N 75 коэффициент загрузки 250, Золотник промышленный Ф311 20",multi_set_parameter,set_multiple,all,kz,absolute
"Перфоратор стальной КН409 объем 2.5, Вал сварной РЧ 985 объем 0.9, Редуктор червячный РЧ-40 объем 0.8",multi_set_parameter,set_multiple,all,quantity,absolute
"добавь еще 2 новых сборки, данные возьми от сборку СБ-1",copy_items,copy,сборка,none,count
"для Генератор паронитовый РЭ297 переналадки 3, а для Шуруповёрт торцевой Ф300 переналадки 20",multi_set_parameter,set_multiple,all,setup_time,absolute
сформируй 3 редукторы на базе РЦ-4,copy_items,copy,редуктор,none,count
увеличь у всех вентиляторов денежные притоки на 3,update_parameter,increase,вентилятор,inflow,absolute
"Сальник стальной АРТ625 такт производства 1500, Редуктор червячный РЧ-40 такт производства 100",multi_set_parameter,set_multiple,all,takt,absolute
эй сколько сейчас времени,unknown,none,none,none,none
увеличь роботизированные звенья максимальное отклонение на 8%,update_parameter,increase,роботизированная операция,max_deviation,percent
подними сборки допустимое отклонение на 0.2,update_parameter,increase,сборка,max_deviation,absolute
нарасти редукторы доступный фонд времени на 0.1,update_parameter,increase,редуктор,time_fund,absolute
выстави расходы на обслуживание 2.5,set_parameter,set,all,maintenance_costs,absolute
"для Кронштейн литой РЧ 305 объем 2, а для Вал механический АРТ-387 объем 2",multi_set_parameter,set_multiple,all,quantity,absolute
у Домкрат свинцовый ПП-356 сократи оперативное время на 0.05,update_parameter,decrease,all,top,absolute
сократи вентиляторов доп. инвестиции на 0.2,update_parameter,decrease,вентилятор,additional_investment,absolute
уменьши у компрессоров время наладки вчетверо,update_parameter,decrease,all,setup_time,factor
"у редуктор РЦ-2 поставь коэффициент загрузки 0.7, а у РЦ-4 100",multi_set_parameter,set_multiple,редуктор,kz,absolute
уменьши первоначальные инвестиции для роботизированных операций на 10 процентов,update_parameter,decrease,роботизированная операция,initial_investment,percent
сделай редукторам переналадку 5,set_parameter,set,редуктор,setup_time,absolute
прибавь у редукторов эксплуатационные расходы на 15%,update_parameter,increase,редуктор,operating_costs,percent
нарасти сборки ставка дисконтирования на 0.2,update_parameter,increase,сборка,discount_rate,absolute
поменяй у роботизированную операцию затраты на обслуживание до 3.0,set_parameter,set,роботизированная операция,maintenance_costs,absolute
у Ротор упругий Ф 137 повысь загрузку на 0.2,update_parameter,increase,all,kz,absolute
понизь у всех робот. операции to на 10,update_parameter,decrease,роботизированная операция,service_time,absolute
"у ВЦ-3 установи время переналадки 0.8, а у ВЦ-4 1.2",multi_set_parameter,set_multiple,вентилятор,setup_time,absolute
Клапан упругий УТ 483 top 3.5,set_parameter,set,all,top,absolute
"РЦ-4 количество 20, РЦ-1 количество 1200",multi_set_parameter,set_multiple,редуктор,quantity,absolute
сделай дополнительные инвестиции 5,set_parameter,set,all,additional_investment,absolute
Манжета литой ВП250 коэффициент загрузки 5,set_parameter,set,all,kz,absolute
"для Насос PUMP-25 задай коэффициент загрузки 5, для Кулачок К-6 6",multi_set_parameter,set_multiple,all,kz,absolute
у Фланец торцевой ВП 365 увеличь top на 0.1,update_parameter,increase,all,top,absolute
